Fund Holdings as of,25-Apr-25,,,,,,,,,,,,
 ,,,,,,,,,,,,,
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
AIF,ALTUS GROUP LTD,Real Estate,Equity,"9,769,112.98",0.07,"9,769,112.98","195,617.00",49.94,Canada,Toronto Stock Exchange,CAD,1,CAD
BHC,BAUSCH HEALTH COMPANIES INC,Health Care,Equity,"9,538,604.91",0.06,"9,538,604.91","1,266,747.00",7.53,Canada,Toronto Stock Exchange,CAD,1,CAD
RUS,RUSSEL METALS INC,Industrials,Equity,"9,479,115.45",0.06,"9,479,115.45","242,123.00",39.15,Canada,Toronto Stock Exchange,CAD,1,CAD
INE,INNERGEX RENEWABLE ENERGY INC,Utilities,Equity,"8,614,295.04",0.06,"8,614,295.04","637,152.00",13.52,Canada,Toronto Stock Exchange,CAD,1,CAD
KMP.UN,KILLAM APARTMENT REIT UNITS CLASS,Real Estate,Equity,"8,599,483.36",0.06,"8,599,483.36","500,552.00",17.18,Canada,Toronto Stock Exchange,CAD,1,CAD
GSY,GOEASY LTD,Financials,Equity,"8,562,768.00",0.06,"8,562,768.00","54,960.00",155.8,Canada,Toronto Stock Exchange,CAD,1,CAD
LNR,LINAMAR CORP,Consumer Discretionary,Equity,"8,439,871.68",0.06,"8,439,871.68","167,724.00",50.32,Canada,Toronto Stock Exchange,CAD,1,CAD
MAG,MAG SILVER CORP,Materials,Equity,"8,425,944.44",0.06,"8,425,944.44","392,452.00",21.47,Canada,Toronto Stock Exchange,CAD,1,CAD
AP.UN,ALLIED PROPERTIES REAL ESTATE INVT,Real Estate,Equity,"8,392,820.66",0.06,"8,392,820.66","535,598.00",15.67,Canada,Toronto Stock Exchange,CAD,1,CAD
NVA,NUVISTA ENERGY LTD,Energy,Equity,"8,259,607.40",0.06,"8,259,607.40","677,017.00",12.2,Canada,Toronto Stock Exchange,CAD,1,CAD
LSPD,LIGHTSPEED COMMERCE INC,Information Technology,Equity,"8,251,690.16",0.06,"8,251,690.16","580,696.00",14.21,Canada,Toronto Stock Exchange,CAD,1,CAD
CCA,COGECO COMMUNICATIONS SUBORDINATE,Communication,Equity,"8,225,589.36",0.06,"8,225,589.36","127,272.00",64.63,Canada,Toronto Stock Exchange,CAD,1,CAD
CG,CENTERRA GOLD INC,Materials,Equity,"8,069,789.16",0.05,"8,069,789.16","879,062.00",9.18,Canada,Toronto Stock Exchange,CAD,1,CAD
TVK,TERRAVEST INDUSTRIES INC,Energy,Equity,"8,063,007.75",0.05,"8,063,007.75","55,245.00",145.95,Canada,Toronto Stock Exchange,CAD,1,CAD
LIF,LABRADOR IRON ORE ROYALTY CORP,Materials,Equity,"7,870,692.92",0.05,"7,870,692.92","269,452.00",29.21,Canada,Toronto Stock Exchange,CAD,1,CAD
MFI,MAPLE LEAF FOODS INC,Consumer Staples,Equity,"7,676,460.72",0.05,"7,676,460.72","311,292.00",24.66,Canada,Toronto Stock Exchange,CAD,1,CAD
TVE,TAMARACK VALLEY ENERGY LTD,Energy,Equity,"7,653,784.56",0.05,"7,653,784.56","2,035,581.00",3.76,Canada,Toronto Stock Exchange,CAD,1,CAD
TSU,TRISURA GROUP LTD,Financials,Equity,"7,577,767.50",0.05,"7,577,767.50","203,430.00",37.25,Canada,Toronto Stock Exchange,CAD,1,CAD
TFPM,TRIPLE FLAG PRECIOUS METALS CORP,Materials,Equity,"7,373,114.92",0.05,"7,373,114.92","256,367.00",28.76,Canada,Toronto Stock Exchange,CAD,1,CAD
AAV,ADVANTAGE ENERGY LTD,Energy,Equity,"7,201,506.50",0.05,"7,201,506.50","702,586.00",10.25,Canada,Toronto Stock Exchange,CAD,1,CAD
ERO,ERO COPPER CORP,Materials,Equity,"6,920,042.50",0.05,"6,920,042.50","395,431.00",17.5,Canada,Toronto Stock Exchange,CAD,1,CAD
RCH,RICHELIEU HARDWARE LTD,Industrials,Equity,"6,909,583.50",0.05,"6,909,583.50","214,650.00",32.19,Canada,Toronto Stock Exchange,CAD,1,CAD
DOO,BRP SUBORDINATE VOTING INC,Consumer Discretionary,Equity,"6,907,455.54",0.05,"6,907,455.54","144,447.00",47.82,Canada,Toronto Stock Exchange,CAD,1,CAD
IIP.UN,INTERRENT REAL ESTATE INVESTMENT T,Real Estate,Equity,"6,902,488.29",0.05,"6,902,488.29","626,929.00",11.01,Canada,Toronto Stock Exchange,CAD,1,CAD
BIR,BIRCHCLIFF ENERGY LTD,Energy,Equity,"6,842,795.76",0.05,"6,842,795.76","1,134,792.00",6.03,Canada,Toronto Stock Exchange,CAD,1,CAD
FRU,FREEHOLD ROYALTIES LTD,Energy,Equity,"6,839,211.23",0.05,"6,839,211.23","575,207.00",11.89,Canada,Toronto Stock Exchange,CAD,1,CAD
DML,DENISON MINES CORP,Energy,Equity,"6,817,594.56",0.05,"6,817,594.56","3,514,224.00",1.94,Canada,Toronto Stock Exchange,CAD,1,CAD
CRR.UN,CROMBIE REAL ESTATE INVESTMENT TRU,Real Estate,Equity,"6,713,167.60",0.05,"6,713,167.60","459,806.00",14.6,Canada,Toronto Stock Exchange,CAD,1,CAD
NGEX,NGEX MINERALS LTD,Materials,Equity,"6,662,986.02",0.04,"6,662,986.02","525,058.00",12.69,Canada,Toronto Stock Exchange,CAD,1,CAD
BTE,BAYTEX ENERGY CORP,Energy,Equity,"6,457,875.57",0.04,"6,457,875.57","2,820,033.00",2.29,Canada,Toronto Stock Exchange,CAD,1,CAD
IPCO,INTERNATIONAL PETROLEUM CORP,Energy,Equity,"6,389,012.70",0.04,"6,389,012.70","318,654.00",20.05,Canada,Toronto Stock Exchange,CAD,1,CAD
NG,NOVAGOLD RESOURCES INC,Materials,Equity,"6,374,481.15",0.04,"6,374,481.15","1,036,501.00",6.15,Canada,Toronto Stock Exchange,CAD,1,CAD
BBU.UN,BROOKFIELD BUSINESS PARTNERS UNITS,Industrials,Equity,"6,281,906.89",0.04,"6,281,906.89","208,217.00",30.17,Canada,Toronto Stock Exchange,CAD,1,CAD
SPB,SUPERIOR PLUS CORP,Utilities,Equity,"6,276,107.84",0.04,"6,276,107.84","906,952.00",6.92,Canada,Toronto Stock Exchange,CAD,1,CAD
PMZ.UN,PRIMARIS REAL ESTATE INVESTMENT UN,Real Estate,Equity,"6,178,059.80",0.04,"6,178,059.80","436,612.00",14.15,Canada,Toronto Stock Exchange,CAD,1,CAD
SII,SPROTT INC,Financials,Equity,"6,152,506.14",0.04,"6,152,506.14","84,909.00",72.46,Canada,Toronto Stock Exchange,CAD,1,CAD
SIA,SIENNA SENIOR LIVING INC,Health Care,Equity,"5,863,597.20",0.04,"5,863,597.20","352,168.00",16.65,Canada,Toronto Stock Exchange,CAD,1,CAD
VET,VERMILION ENERGY INC,Energy,Equity,"5,805,433.20",0.04,"5,805,433.20","653,765.00",8.88,Canada,Toronto Stock Exchange,CAD,1,CAD
CEU,CES ENERGY SOLUTIONS CORP,Energy,Equity,"5,797,349.73",0.04,"5,797,349.73","936,567.00",6.19,Canada,Toronto Stock Exchange,CAD,1,CAD
TCL.A,TRANSCONTINENTAL SUB VOTING INC CL,Materials,Equity,"5,698,435.87",0.04,"5,698,435.87","313,273.00",18.19,Canada,Toronto Stock Exchange,CAD,1,CAD
CJT,CARGOJET INC,Industrials,Equity,"5,604,993.45",0.04,"5,604,993.45","66,465.00",84.33,Canada,Toronto Stock Exchange,CAD,1,CAD
JWEL,JAMIESON WELLNESS INC,Consumer Staples,Equity,"5,588,371.44",0.04,"5,588,371.44","175,404.00",31.86,Canada,Toronto Stock Exchange,CAD,1,CAD
EDR,ENDEAVOUR SILVER CORP,Materials,Equity,"5,582,782.80",0.04,"5,582,782.80","1,107,695.00",5.04,Canada,Toronto Stock Exchange,CAD,1,CAD
SEA,SEABRIDGE GOLD INC,Materials,Equity,"5,566,571.89",0.04,"5,566,571.89","325,721.00",17.09,Canada,Toronto Stock Exchange,CAD,1,CAD
POU,PARAMOUNT RESOURCE LTD CLASS A,Energy,Equity,"5,420,610.00",0.04,"5,420,610.00","333,576.00",16.25,Canada,Toronto Stock Exchange,CAD,1,CAD
PET,PET VALU HOLDINGS LTD,Consumer Discretionary,Equity,"5,392,250.28",0.04,"5,392,250.28","198,756.00",27.13,Canada,Toronto Stock Exchange,CAD,1,CAD
BDGI,BADGER INFRASTRUCTURE SOLUTIONS LT,Industrials,Equity,"5,308,039.88",0.04,"5,308,039.88","142,766.00",37.18,Canada,Toronto Stock Exchange,CAD,1,CAD
HWX,HEADWATER EXPLORATION INC,Energy,Equity,"5,274,209.54",0.04,"5,274,209.54","912,493.00",5.78,Canada,Toronto Stock Exchange,CAD,1,CAD
EFR,ENERGY FUELS INC,Energy,Equity,"5,248,842.72",0.04,"5,248,842.72","837,136.00",6.27,Canada,Toronto Stock Exchange,CAD,1,CAD
WPK,WINPAK LTD,Materials,Equity,"5,168,452.80",0.03,"5,168,452.80","121,840.00",42.42,Canada,Toronto Stock Exchange,CAD,1,CAD
LB,LAURENTIAN BANK OF CANADA,Financials,Equity,"4,993,353.44",0.03,"4,993,353.44","186,877.00",26.72,Canada,Toronto Stock Exchange,CAD,1,CAD
PXT,PAREX RESOURCES INC,Energy,Equity,"4,869,081.84",0.03,"4,869,081.84","418,306.00",11.64,Canada,Toronto Stock Exchange,CAD,1,CAD
EFX,ENERFLEX LTD,Energy,Equity,"4,842,362.59",0.03,"4,842,362.59","524,633.00",9.23,Canada,Toronto Stock Exchange,CAD,1,CAD
BDT,BIRD CONSTRUCTION INC,Industrials,Equity,"4,821,831.52",0.03,"4,821,831.52","233,164.00",20.68,Canada,Toronto Stock Exchange,CAD,1,CAD
AYA,AYA GOLD & SILVER INC,Materials,Equity,"4,699,585.38",0.03,"4,699,585.38","478,086.00",9.83,Canada,Toronto Stock Exchange,CAD,1,CAD
NWH.UN,NORTHWEST HEALTHCARE PROPERTIES UN,Real Estate,Equity,"4,557,857.50",0.03,"4,557,857.50","930,175.00",4.9,Canada,Toronto Stock Exchange,CAD,1,CAD
MTL,MULLEN GROUP LTD,Industrials,Equity,"4,522,939.20",0.03,"4,522,939.20","346,320.00",13.06,Canada,Toronto Stock Exchange,CAD,1,CAD
ENGH,ENGHOUSE SYSTEMS LTD,Information Technology,Equity,"4,501,155.05",0.03,"4,501,155.05","181,133.00",24.85,Canada,Toronto Stock Exchange,CAD,1,CAD
CRT.UN,CT REIT UNITS TRUST,Real Estate,Equity,"4,484,710.80",0.03,"4,484,710.80","303,021.00",14.8,Canada,Toronto Stock Exchange,CAD,1,CAD
NFI,NFI GROUP INC,Industrials,Equity,"4,314,116.95",0.03,"4,314,116.95","366,535.00",11.77,Canada,Toronto Stock Exchange,CAD,1,CAD
KEL,KELT EXPLORATION LTD,Energy,Equity,"4,164,600.36",0.03,"4,164,600.36","697,588.00",5.97,Canada,Toronto Stock Exchange,CAD,1,CAD
ARE,AECON GROUP INC,Industrials,Equity,"4,062,073.40",0.03,"4,062,073.40","263,771.00",15.4,Canada,Toronto Stock Exchange,CAD,1,CAD
PSI,PASON SYSTEMS INC,Energy,Equity,"3,851,062.60",0.03,"3,851,062.60","340,802.00",11.3,Canada,Toronto Stock Exchange,CAD,1,CAD
MLPFT,CASH COLLATERAL CAD MLPFT,Cash and/or Derivatives,Cash Collateral and Margins,"3,547,000.00",0.02,"3,547,000.00","3,547,000.00",100,Canada,-,CAD,1,CAD
PD,PRECISION DRILLING CORP,Energy,Equity,"3,516,002.44",0.02,"3,516,002.44","58,934.00",59.66,Canada,Toronto Stock Exchange,CAD,1,CAD
TOY,SPIN MASTER SUBORDINATE VOTING COR,Consumer Discretionary,Equity,"3,448,592.12",0.02,"3,448,592.12","142,858.00",24.14,Canada,Toronto Stock Exchange,CAD,1,CAD
ASTL,ALGOMA STEEL GROUP INC,Materials,Equity,"2,895,621.34",0.02,"2,895,621.34","406,118.00",7.13,Canada,Toronto Stock Exchange,CAD,1,CAD
TLRY,TILRAY BRANDS INC,Health Care,Equity,"2,742,438.12",0.02,"2,742,438.12","3,974,548.00",0.69,United States,Toronto Stock Exchange,CAD,1,CAD
2299955D,CONSTELLATION SOFTWARE INC,Information Technology,Equity,0.61,0,0.61,"60,915.00",0,Canada,Toronto Stock Exchange,CAD,1,CAD
PTM5,S&P/TSE 60 INDEX JUN 25,Cash and/or Derivatives,Futures,0,0,"38,323,320.00",129,"1,485.40",-,The Montreal Exchange / Bourse De Montreal,CAD,1,CAD
 ,,,,,,,,,,,,,
