iShares MSCI ACWI ex U.S. ETF,,,,,,,,,,,,,,
Fund Holdings as of,25-Apr-25,,,,,,,,,,,,,
Inception Date,26-Mar-08,,,,,,,,,,,,,
Shares Outstanding,"105,400,000.00",,,,,,,,,,,,,
Stock,-,,,,,,,,,,,,,
Bond,-,,,,,,,,,,,,,
Cash,-,,,,,,,,,,,,,
Other,-,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
2,CLP HOLDINGS LTD,Utilities,Equity,"2,926,774.40",0.05,"2,926,774.40","344,500.00",8.5,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
BEI,BEIERSDORF AG,Consumer Staples,Equity,"2,923,275.34",0.05,"2,923,275.34","21,455.00",136.25,Germany,Xetra,USD,0.88,EUR,-
UPM,UPM-KYMMENE,Materials,Equity,"2,918,998.79",0.05,"2,918,998.79","110,721.00",26.36,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.88,EUR,-
B3SA3,B3 BRASIL BOLSA BALCAO SA,Financials,Equity,"2,917,837.26",0.05,"2,917,837.26","1,237,455.00",2.36,Brazil,XBSP,USD,5.68,BRL,-
HEN3,HENKEL & KGAA PREF AG,Consumer Staples,Equity,"2,911,135.89",0.05,"2,911,135.89","37,492.00",77.65,Germany,Xetra,USD,0.88,EUR,-
TITAN,TITAN COMPANY LTD,Consumer Discretionary,Equity,"2,909,295.72",0.05,"2,909,295.72","73,866.00",39.39,India,National Stock Exchange Of India,USD,85.44,INR,-
KRX,KINGSPAN GROUP PLC,Industrials,Equity,"2,908,098.68",0.05,"2,908,098.68","34,336.00",84.7,Ireland,Irish Stock Exchange - All Market,USD,0.88,EUR,-
669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,"2,895,247.43",0.05,"2,895,247.43","285,000.00",10.16,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
9766,KONAMI GROUP CORP,Communication,Equity,"2,893,252.30",0.05,"2,893,252.30","21,600.00",133.95,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
TRN,TERNA RETE ELETTRICA NAZIONALE,Utilities,Equity,"2,892,567.26",0.05,"2,892,567.26","298,635.00",9.69,Italy,Borsa Italiana,USD,0.88,EUR,-
VWS,VESTAS WIND SYSTEMS,Industrials,Equity,"2,890,863.12",0.05,"2,890,863.12","218,207.00",13.25,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.57,DKK,-
GMAB,GENMAB,Health Care,Equity,"2,890,545.62",0.05,"2,890,545.62","14,092.00",205.12,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.57,DKK,-
2628,CHINA LIFE INSURANCE LTD H,Financials,Equity,"2,887,770.16",0.05,"2,887,770.16","1,600,000.00",1.8,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
KOG,KONGSBERG GRUPPEN,Industrials,Equity,"2,882,359.39",0.05,"2,882,359.39","19,184.00",150.25,Norway,Oslo Bors Asa,USD,10.41,NOK,-
4307,NOMURA RESEARCH INSTITUTE LTD,Information Technology,Equity,"2,878,344.16",0.05,"2,878,344.16","77,200.00",37.28,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
9868,XPENG CLASS A INC,Consumer Discretionary,Equity,"2,873,026.81",0.05,"2,873,026.81","286,632.00",10.02,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
BAP,CREDICORP LTD,Financials,Equity,"2,872,280.92",0.05,"2,872,280.92","14,516.00",197.87,Peru,New York Stock Exchange Inc.,USD,1,USD,-
INF,INFORMA PLC,Communication,Equity,"2,869,293.18",0.05,"2,869,293.18","302,128.00",9.5,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
CPU,COMPUTERSHARE LTD,Industrials,Equity,"2,858,951.72",0.05,"2,858,951.72","113,914.00",25.1,Australia,Asx - All Markets,USD,1.56,AUD,-
ENX,EURONEXT NV,Financials,Equity,"2,847,526.40",0.05,"2,847,526.40","17,528.00",162.46,France,Nyse Euronext - Euronext Paris,USD,0.88,EUR,-
EMA,EMERA INC,Utilities,Equity,"2,822,773.65",0.05,"2,822,773.65","63,725.00",44.3,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
BAER,JULIUS BAER GRUPPE AG,Financials,Equity,"2,814,314.91",0.05,"2,814,314.91","44,890.00",62.69,Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
SUN,SUNCORP GROUP LTD,Financials,Equity,"2,801,480.25",0.05,"2,801,480.25","223,305.00",12.55,Australia,Asx - All Markets,USD,1.56,AUD,-
16,SUN HUNG KAI PROPERTIES LTD,Real Estate,Equity,"2,774,853.84",0.05,"2,774,853.84","297,500.00",9.33,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
SCG,SCENTRE GROUP,Real Estate,Equity,"2,764,143.09",0.05,"2,764,143.09","1,228,709.00",2.25,Australia,Asx - All Markets,USD,1.56,AUD,-
2082,ACWA POWER CO,Utilities,Equity,"2,761,425.75",0.05,"2,761,425.75","31,467.00",87.76,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
CIMB,CIMB GROUP HOLDINGS,Financials,Equity,"2,756,527.43",0.05,"2,756,527.43","1,724,900.00",1.6,Malaysia,Bursa Malaysia,USD,4.37,MYR,-
207940,SAMSUNG BIOLOGICS LTD,Health Care,Equity,"2,749,196.24",0.05,"2,749,196.24","3,817.00",720.25,Korea (South),Korea Exchange (Stock Market),USD,"1,437.00",KRW,-
5490,POSCO,Materials,Equity,"2,729,728.60",0.05,"2,729,728.60","15,087.00",180.93,Korea (South),Korea Exchange (Stock Market),USD,"1,437.00",KRW,-
86790,HANA FINANCIAL GROUP INC,Financials,Equity,"2,693,736.95",0.05,"2,693,736.95","63,250.00",42.59,Korea (South),Korea Exchange (Stock Market),USD,"1,437.00",KRW,-
9992,POP MART INTERNATIONAL GROUP LTD,Consumer Discretionary,Equity,"2,692,170.15",0.05,"2,692,170.15","121,200.00",22.21,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,"2,691,559.53",0.05,"2,691,559.53","35,027.00",76.84,Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
2899,ZIJIN MINING GROUP LTD H,Materials,Equity,"2,671,857.78",0.05,"2,671,857.78","1,212,000.00",2.2,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
4507,SHIONOGI LTD,Health Care,Equity,"2,665,450.25",0.05,"2,665,450.25","159,600.00",16.7,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
H,HYDRO ONE LTD,Utilities,Equity,"2,658,382.26",0.04,"2,658,382.26","71,576.00",37.14,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
BEL,BHARAT ELECTRONICS LTD,Industrials,Equity,"2,654,721.05",0.04,"2,654,721.05","762,173.00",3.48,India,National Stock Exchange Of India,USD,85.44,INR,-
CARL B,CARLSBERG AS CL B,Consumer Staples,Equity,"2,651,798.08",0.04,"2,651,798.08","19,584.00",135.41,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.57,DKK,-
ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Equity,"2,650,459.20",0.04,"2,650,459.20","43,375.00",61.11,Spain,Bolsa De Madrid,USD,0.88,EUR,-
IMO,IMPERIAL OIL LTD,Energy,Equity,"2,642,256.21",0.04,"2,642,256.21","38,361.00",68.88,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
2357,ASUSTEK COMPUTER INC,Information Technology,Equity,"2,635,755.48",0.04,"2,635,755.48","145,000.00",18.18,Taiwan,Taiwan Stock Exchange,USD,32.51,TWD,-
BBDC4,BANCO BRADESCO PREF SA,Financials,Equity,"2,636,208.95",0.04,"2,636,208.95","1,118,852.00",2.36,Brazil,XBSP,USD,5.68,BRL,-
LISN,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,"2,633,323.29",0.04,"2,633,323.29",19,"138,595.96",Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
IAG,INSURANCE AUSTRALIA GROUP LTD,Financials,Equity,"2,624,086.56",0.04,"2,624,086.56","513,881.00",5.11,Australia,Asx - All Markets,USD,1.56,AUD,-
INDIGO,INTERGLOBE AVIATION LTD,Industrials,Equity,"2,624,186.32",0.04,"2,624,186.32","42,197.00",62.19,India,National Stock Exchange Of India,USD,85.44,INR,-
STO,SANTOS LTD,Energy,Equity,"2,621,016.82",0.04,"2,621,016.82","697,467.00",3.76,Australia,Asx - All Markets,USD,1.56,AUD,-
1CO,COVESTRO V AG,Materials,Equity,"2,614,448.51",0.04,"2,614,448.51","38,716.00",67.53,Germany,Xetra,USD,0.88,EUR,-
2884,E.SUN FINANCIAL HOLDING LTD,Financials,Equity,"2,605,349.16",0.04,"2,605,349.16","3,074,643.00",0.85,Taiwan,Taiwan Stock Exchange,USD,32.51,TWD,-
1088,CHINA SHENHUA ENERGY LTD H,Energy,Equity,"2,598,812.66",0.04,"2,598,812.66","654,500.00",3.97,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
EDP,EDP ENERGIAS DE PORTUGAL SA,Utilities,Equity,"2,596,677.73",0.04,"2,596,677.73","678,983.00",3.82,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.88,EUR,-
TATASTEEL,TATA STEEL LTD,Materials,Equity,"2,591,815.75",0.04,"2,591,815.75","1,594,872.00",1.63,India,National Stock Exchange Of India,USD,85.44,INR,-
1010,RIYAD BANK,Financials,Equity,"2,591,117.35",0.04,"2,591,117.35","310,545.00",8.34,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
PNDORA,PANDORA,Consumer Discretionary,Equity,"2,588,321.43",0.04,"2,588,321.43","17,632.00",146.8,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.57,DKK,-
6988,NITTO DENKO CORP,Materials,Equity,"2,561,041.85",0.04,"2,561,041.85","140,200.00",18.27,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
MAYBANK,MALAYAN BANKING,Financials,Equity,"2,549,411.52",0.04,"2,549,411.52","1,129,800.00",2.26,Malaysia,Bursa Malaysia,USD,4.37,MYR,-
SGRO,SEGRO REIT PLC,Real Estate,Equity,"2,545,124.20",0.04,"2,545,124.20","276,439.00",9.21,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
ALFA,ALFA LAVAL,Industrials,Equity,"2,542,844.67",0.04,"2,542,844.67","61,223.00",41.53,Sweden,Nasdaq Omx Nordic,USD,9.68,SEK,-
175,GEELY AUTOMOBILE HOLDINGS LTD,Consumer Discretionary,Equity,"2,542,181.43",0.04,"2,542,181.43","1,234,000.00",2.06,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
9104,MITSUI OSK LINES LTD,Industrials,Equity,"2,540,218.79",0.04,"2,540,218.79","70,400.00",36.08,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
1216,UNI-PRESIDENT ENTERPRISES CORP,Consumer Staples,Equity,"2,538,176.59",0.04,"2,538,176.59","1,082,972.00",2.34,Taiwan,Taiwan Stock Exchange,USD,32.51,TWD,-
PBBANK,PUBLIC BANK,Financials,Equity,"2,528,181.98",0.04,"2,528,181.98","2,536,300.00",1,Malaysia,Bursa Malaysia,USD,4.37,MYR,-
823,LINK REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,"2,522,658.55",0.04,"2,522,658.55","548,120.00",4.6,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
LISP,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,"2,518,228.38",0.04,"2,518,228.38",175,"14,389.88",Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
2328,PICC PROPERTY AND CASUALTY LTD H,Financials,Equity,"2,512,849.38",0.04,"2,512,849.38","1,390,285.00",1.81,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
386,CHINA PETROLEUM AND CHEMICAL CORP,Energy,Equity,"2,490,179.65",0.04,"2,490,179.65","4,915,000.00",0.51,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
ARX,ARC RESOURCES LTD,Energy,Equity,"2,484,231.63",0.04,"2,484,231.63","130,554.00",19.03,Canada,Toronto Stock Exchange,USD,1.39,CAD,01-Jan-70
BIRG,BANK OF IRELAND GROUP PLC,Financials,Equity,"2,461,838.16",0.04,"2,461,838.16","208,722.00",11.79,Ireland,Irish Stock Exchange - All Market,USD,0.88,EUR,-
FBK,FINECOBANK BANCA FINECO,Financials,Equity,"2,459,766.56",0.04,"2,459,766.56","124,206.00",19.8,Italy,Borsa Italiana,USD,0.88,EUR,-
SRG,SNAM,Utilities,Equity,"2,452,262.37",0.04,"2,452,262.37","436,565.00",5.62,Italy,Borsa Italiana,USD,0.88,EUR,-
CCH,COCA COLA HBC AG,Consumer Staples,Equity,"2,451,415.08",0.04,"2,451,415.08","48,499.00",50.55,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
9613,NTT DATA GROUP CORP,Information Technology,Equity,"2,436,920.30",0.04,"2,436,920.30","126,800.00",19.22,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
FPH,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,Equity,"2,432,937.18",0.04,"2,432,937.18","121,601.00",20.01,New Zealand,New Zealand Exchange Ltd,USD,1.68,NZD,-
8697,JAPAN EXCHANGE GROUP INC,Financials,Equity,"2,433,112.00",0.04,"2,433,112.00","224,700.00",10.83,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
RTO,RENTOKIL INITIAL PLC,Industrials,Equity,"2,423,842.90",0.04,"2,423,842.90","530,829.00",4.57,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Equity,"2,421,141.48",0.04,"2,421,141.48","49,441.00",48.97,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
9531,TOKYO GAS LTD,Utilities,Equity,"2,416,975.17",0.04,"2,416,975.17","72,800.00",33.2,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
1605,INPEX CORP,Energy,Equity,"2,412,327.14",0.04,"2,412,327.14","191,200.00",12.62,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
ITSA4,ITAUSA INVESTIMENTOS ITAU PREF SA,Financials,Equity,"2,407,714.11",0.04,"2,407,714.11","1,293,537.00",1.86,Brazil,XBSP,USD,5.68,BRL,-
SN.,SMITH AND NEPHEW PLC,Health Care,Equity,"2,407,016.36",0.04,"2,407,016.36","182,432.00",13.19,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
373220,LG ENERGY SOLUTION LTD,Industrials,Equity,"2,404,021.92",0.04,"2,404,021.92","10,057.00",239.04,Korea (South),Korea Exchange (Stock Market),USD,"1,437.00",KRW,-
KNIN,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,Equity,"2,396,761.49",0.04,"2,396,761.49","10,553.00",227.12,Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Equity,"2,395,334.61",0.04,"2,395,334.61","63,900.00",37.49,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
AKZA,AKZO NOBEL NV,Materials,Equity,"2,394,193.82",0.04,"2,394,193.82","37,380.00",64.05,Netherlands,Euronext Amsterdam,USD,0.88,EUR,-
COH,COCHLEAR LTD,Health Care,Equity,"2,392,859.67",0.04,"2,392,859.67","14,149.00",169.12,Australia,Asx - All Markets,USD,1.56,AUD,-
WN,GEORGE WESTON LTD,Consumer Staples,Equity,"2,389,915.58",0.04,"2,389,915.58","12,734.00",187.68,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
2503,KIRIN HOLDINGS LTD,Consumer Staples,Equity,"2,385,804.83",0.04,"2,385,804.83","160,700.00",14.85,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
ABEV3,AMBEV SA,Consumer Staples,Equity,"2,383,767.37",0.04,"2,383,767.37","960,731.00",2.48,Brazil,XBSP,USD,5.68,BRL,-
ORG,ORIGIN ENERGY LTD,Utilities,Equity,"2,384,158.87",0.04,"2,384,158.87","361,482.00",6.6,Australia,Asx - All Markets,USD,1.56,AUD,-
4684,OBIC LTD,Information Technology,Equity,"2,371,939.57",0.04,"2,371,939.57","68,300.00",34.73,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
MB,MEDIOBANCA BANCA DI CREDITO FINANZ,Financials,Equity,"2,372,086.85",0.04,"2,372,086.85","118,621.00",20,Italy,Borsa Italiana,USD,0.88,EUR,-
TLS,TELSTRA GROUP LTD,Communication,Equity,"2,363,508.47",0.04,"2,363,508.47","832,924.00",2.84,Australia,Asx - All Markets,USD,1.56,AUD,-
8015,TOYOTA TSUSHO CORP,Industrials,Equity,"2,357,205.76",0.04,"2,357,205.76","131,900.00",17.87,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
CNA,CENTRICA PLC,Utilities,Equity,"2,353,269.92",0.04,"2,353,269.92","1,123,766.00",2.09,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
SPSN,SWISS PRIME SITE AG,Real Estate,Equity,"2,348,483.28",0.04,"2,348,483.28","17,260.00",136.07,Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
TME,TENCENT MUSIC ENTERTAINMENT GROUP,Communication,Equity,"2,346,951.20",0.04,"2,346,951.20","175,670.00",13.36,China,New York Stock Exchange Inc.,USD,1,USD,-
1109,CHINA RESOURCES LAND LTD,Real Estate,Equity,"2,344,263.46",0.04,"2,344,263.46","671,000.00",3.49,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
12330,HYUNDAI MOBIS LTD,Consumer Discretionary,Equity,"2,336,464.86",0.04,"2,336,464.86","13,430.00",173.97,Korea (South),Korea Exchange (Stock Market),USD,"1,437.00",KRW,-
2269,WUXI BIOLOGICS CAYMAN INC,Health Care,Equity,"2,333,833.97",0.04,"2,333,833.97","794,000.00",2.94,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
ASIANPAINT,ASIAN PAINTS LTD,Materials,Equity,"2,330,875.35",0.04,"2,330,875.35","81,902.00",28.46,India,National Stock Exchange Of India,USD,85.44,INR,-
URW,UNIBAIL RODAMCO WE STAPLED UNITS,Real Estate,Equity,"2,322,327.08",0.04,"2,322,327.08","27,922.00",83.17,France,Nyse Euronext - Euronext Paris,USD,0.88,EUR,-
GWO,GREAT WEST LIFECO INC,Financials,Equity,"2,322,413.00",0.04,"2,322,413.00","60,898.00",38.14,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
TRENT,TRENT LTD,Consumer Discretionary,Equity,"2,319,732.39",0.04,"2,319,732.39","38,523.00",60.22,India,National Stock Exchange Of India,USD,85.44,INR,-
ADVANC.R,ADVANCED INFO SERVICE NON-VOTING D,Communication,Equity,"2,313,560.79",0.04,"2,313,560.79","280,300.00",8.25,Thailand,Stock Exchange Of Thailand,USD,33.56,THB,-
EMIRATESNBD,EMIRATES NBD,Financials,Equity,"2,310,410.45",0.04,"2,310,410.45","421,154.00",5.49,United Arab Emirates,Dubai Financial Market,USD,3.67,AED,-
196170,ALTEOGEN INC,Health Care,Equity,"2,286,156.58",0.04,"2,286,156.58","8,903.00",256.78,Korea (South),Korea Exchange (Kosdaq),USD,"1,437.00",KRW,-
BVI,BUREAU VERITAS SA,Industrials,Equity,"2,281,674.32",0.04,"2,281,674.32","71,936.00",31.72,France,Nyse Euronext - Euronext Paris,USD,0.88,EUR,-
3,HONG KONG AND CHINA GAS LTD,Utilities,Equity,"2,279,851.16",0.04,"2,279,851.16","2,522,748.00",0.9,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
6326,KUBOTA CORP,Industrials,Equity,"2,278,083.00",0.04,"2,278,083.00","198,000.00",11.51,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
ADM,ADMIRAL GROUP PLC,Financials,Equity,"2,277,237.56",0.04,"2,277,237.56","53,339.00",42.69,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
MKS,MARKS AND SPENCER GROUP PLC,Consumer Staples,Equity,"2,274,201.17",0.04,"2,274,201.17","442,703.00",5.14,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
CLS,CELESTICA INC,Information Technology,Equity,"2,274,343.74",0.04,"2,274,343.74","25,541.00",89.05,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
RO,ROCHE HOLDING AG,Health Care,Equity,"2,269,267.61",0.04,"2,269,267.61","6,744.00",336.49,Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,Equity,"2,268,310.76",0.04,"2,268,310.76","474,542.00",4.78,Singapore,NASDAQ,USD,1,USD,-
7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,Equity,"2,265,019.62",0.04,"2,265,019.62","76,300.00",29.69,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
BMRI,BANK MANDIRI (PERSERO),Financials,Equity,"2,264,093.48",0.04,"2,264,093.48","7,776,468.00",0.29,Indonesia,Indonesia Stock Exchange,USD,"16,830.00",IDR,-
EQT,EQT,Financials,Equity,"2,262,006.64",0.04,"2,262,006.64","80,383.00",28.14,Sweden,Nasdaq Omx Nordic,USD,9.68,SEK,-
9503,KANSAI ELECTRIC POWER INC,Utilities,Equity,"2,253,535.68",0.04,"2,253,535.68","188,800.00",11.94,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
FME,FRESENIUS MEDICAL CARE AG,Health Care,Equity,"2,253,213.96",0.04,"2,253,213.96","46,200.00",48.77,Germany,Xetra,USD,0.88,EUR,-
A5G,AIB GROUP PLC,Financials,Equity,"2,246,098.84",0.04,"2,246,098.84","346,314.00",6.49,Ireland,Irish Stock Exchange - All Market,USD,0.88,EUR,-
4689,LY CORP,Communication,Equity,"2,241,344.33",0.04,"2,241,344.33","619,500.00",3.62,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
X,TMX GROUP LTD,Financials,Equity,"2,237,645.34",0.04,"2,237,645.34","58,082.00",38.53,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
7270,SUBARU CORP,Consumer Discretionary,Equity,"2,228,695.26",0.04,"2,228,695.26","122,800.00",18.15,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
SVT,SEVERN TRENT PLC,Utilities,Equity,"2,219,382.53",0.04,"2,219,382.53","61,696.00",35.97,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
PKN,ORLEN SA,Energy,Equity,"2,218,949.84",0.04,"2,218,949.84","121,244.00",18.3,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,3.76,PLN,-
MTN,MTN GROUP LTD,Communication,Equity,"2,217,718.88",0.04,"2,217,718.88","359,693.00",6.17,South Africa,Johannesburg Stock Exchange,USD,18.74,ZAR,-
11,HANG SENG BANK LTD,Financials,Equity,"2,217,095.86",0.04,"2,217,095.86","164,100.00",13.51,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
SHFL,SHRIRAM FINANCE LTD,Financials,Equity,"2,212,939.37",0.04,"2,212,939.37","288,578.00",7.67,India,National Stock Exchange Of India,USD,85.44,INR,-
5802,SUMITOMO ELECTRIC INDUSTRIES LTD,Consumer Discretionary,Equity,"2,211,084.91",0.04,"2,211,084.91","143,300.00",15.43,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
UU.,UNITED UTILITIES GROUP PLC,Utilities,Equity,"2,202,710.25",0.04,"2,202,710.25","149,852.00",14.7,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
ESLT,ELBIT SYSTEMS LTD,Industrials,Equity,"2,199,600.97",0.04,"2,199,600.97","5,887.00",373.64,Israel,Tel Aviv Stock Exchange,USD,3.62,ILS,-
AC,ACCOR SA,Consumer Discretionary,Equity,"2,198,186.28",0.04,"2,198,186.28","44,738.00",49.13,France,Nyse Euronext - Euronext Paris,USD,0.88,EUR,-
BNZL,BUNZL,Industrials,Equity,"2,189,816.26",0.04,"2,189,816.26","71,790.00",30.5,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
MNDY,MONDAYCOM LTD,Information Technology,Equity,"2,185,424.00",0.04,"2,185,424.00","7,976.00",274,Israel,NASDAQ,USD,1,USD,-
FM,FIRST QUANTUM MINERALS LTD,Materials,Equity,"2,182,436.09",0.04,"2,182,436.09","157,831.00",13.83,Canada,Toronto Stock Exchange,USD,1.39,CAD,01-Mar-96
8113,UNICHARM CORP,Consumer Staples,Equity,"2,168,853.62",0.04,"2,168,853.62","237,100.00",9.15,Japan,Tokyo Stock Exchange,USD,143.98,JPY,-
RNO,RENAULT SA,Consumer Discretionary,Equity,"2,160,867.83",0.04,"2,160,867.83","40,623.00",53.19,France,Nyse Euronext - Euronext Paris,USD,0.88,EUR,-
ABN,ABN AMRO BANK NV,Financials,Equity,"2,159,646.26",0.04,"2,159,646.26","105,861.00",20.4,Netherlands,Euronext Amsterdam,USD,0.88,EUR,-
HAL,HINDUSTAN AERONAUTICS LTD,Industrials,Equity,"2,153,226.60",0.04,"2,153,226.60","43,841.00",49.11,India,National Stock Exchange Of India,USD,85.44,INR,-
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,Equity,"2,150,644.11",0.04,"2,150,644.11","92,499.00",23.25,Australia,Asx - All Markets,USD,1.56,AUD,-
HINDALCO,HINDALCO INDUSTRIES LTD,Materials,Equity,"2,142,245.44",0.04,"2,142,245.44","294,223.00",7.28,India,National Stock Exchange Of India,USD,85.44,INR,-
G1A,GEA GROUP AG,Industrials,Equity,"2,127,329.14",0.04,"2,127,329.14","33,565.00",63.38,Germany,Xetra,USD,0.88,EUR,-
WTC,WISETECH GLOBAL LTD,Information Technology,Equity,"2,119,983.88",0.04,"2,119,983.88","38,313.00",55.33,Australia,Asx - All Markets,USD,1.56,AUD,-
VACN,VAT GROUP AG,Industrials,Equity,"2,117,522.39",0.04,"2,117,522.39","5,958.00",355.41,Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
MAXHEALTH,MAX HEALTHCARE INSTITUTE LTD,Health Care,Equity,"2,116,241.95",0.04,"2,116,241.95","169,397.00",12.49,India,National Stock Exchange Of India,USD,85.44,INR,-
STN,STANTEC INC,Industrials,Equity,"2,115,714.16",0.04,"2,115,714.16","24,313.00",87.02,Canada,Toronto Stock Exchange,USD,1.39,CAD,-
GALD,GALDERMA GROUP N AG,Health Care,Equity,"2,111,231.70",0.04,"2,111,231.70","18,786.00",112.38,Switzerland,SIX Swiss Exchange,USD,0.83,CHF,-
9633,NONGFU SPRING LTD H,Consumer Staples,Equity,"2,109,129.35",0.04,"2,109,129.35","447,000.00",4.72,China,Hong Kong Exchanges And Clearing Ltd,USD,7.76,HKD,-
DSCT,ISRAEL DISCOUNT BANK LTD,Financials,Equity,"2,102,387.29",0.04,"2,102,387.29","281,237.00",7.48,Israel,Tel Aviv Stock Exchange,USD,3.62,ILS,-
AUTO,AUTO TRADER GROUP PLC,Communication,Equity,"2,094,810.30",0.04,"2,094,810.30","193,466.00",10.83,United Kingdom,London Stock Exchange,USD,0.75,GBP,-
1150,ALINMA BANK,Financials,Equity,"2,089,819.53",0.04,"2,089,819.53","261,318.00",8,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
ASRNL,ASR NEDERLAND NV,Financials,Equity,"2,084,294.99",0.04,"2,084,294.99","33,889.00",61.5,Netherlands,Euronext Amsterdam,USD,0.88,EUR,-
