iShares MSCI ACWI ex U.S. ETF
Fund Holdings as of,"Apr 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"104,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MQG","MACQUARIE GROUP LTD DEF","Financials","Equity","8,784,237.71","0.15","8,784,237.71","76,724.00","114.49","Australia","Asx - All Markets","USD","1.57","AUD","-"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","8,745,500.38","0.15","8,745,500.38","51,315.00","170.43","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"3988","BANK OF CHINA LTD H","Financials","Equity","8,741,148.13","0.15","8,741,148.13","15,285,000.00","0.57","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"EXPN","EXPERIAN PLC","Industrials","Equity","8,733,699.56","0.15","8,733,699.56","191,573.00","45.59","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"NPN","NASPERS LIMITED LTD CLASS N","Consumer Discretionary","Equity","8,634,895.28","0.15","8,634,895.28","36,029.00","239.67","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"VOLV B","VOLVO CLASS B","Industrials","Equity","8,615,183.25","0.15","8,615,183.25","330,492.00","26.07","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"NDA FI","NORDEA BANK","Financials","Equity","8,571,180.52","0.15","8,571,180.52","667,082.00","12.85","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","8,553,537.95","0.15","8,553,537.95","702,375.00","12.18","Singapore","Singapore Exchange","USD","1.31","SGD","-"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","8,483,492.55","0.15","8,483,492.55","1,206,522,310.00","0.70","Japan","-","USD","142.22","JPY","-"
"DHL","DEUTSCHE POST AG","Industrials","Equity","8,362,069.74","0.15","8,362,069.74","205,901.00","40.61","Germany","Xetra","USD","0.88","EUR","-"
"9999","NETEASE INC","Communication","Equity","8,349,086.86","0.15","8,349,086.86","409,485.00","20.39","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"IFX","INFINEON TECHNOLOGIES AG","Information Technology","Equity","8,347,929.62","0.15","8,347,929.62","276,284.00","30.21","Germany","Xetra","USD","0.88","EUR","-"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","8,307,825.75","0.15","8,307,825.75","161,688.00","51.38","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"ENGI","ENGIE SA","Utilities","Equity","8,276,252.44","0.15","8,276,252.44","390,548.00","21.19","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"2222","SAUDI ARABIAN OIL","Energy","Equity","8,244,261.69","0.15","8,244,261.69","1,215,486.00","6.78","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","8,219,730.00","0.14","8,219,730.00","377,100.00","21.80","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"ADS","ADIDAS N AG","Consumer Discretionary","Equity","8,216,632.23","0.14","8,216,632.23","36,441.00","225.48","Germany","Xetra","USD","0.88","EUR","-"
"EOAN","E.ON N","Utilities","Equity","8,206,506.92","0.14","8,206,506.92","473,638.00","17.33","Germany","Xetra","USD","0.88","EUR","-"
"WPM","WHEATON PRECIOUS METALS CORP","Materials","Equity","8,124,110.72","0.14","8,124,110.72","96,884.00","83.85","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","8,068,803.73","0.14","8,068,803.73","38,093.00","211.82","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"DSV","DSV","Industrials","Equity","8,015,886.97","0.14","8,015,886.97","43,118.00","185.91","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.58","DKK","-"
"SIKA","SIKA AG","Materials","Equity","7,963,186.17","0.14","7,963,186.17","33,390.00","238.49","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"2318","PING AN INSURANCE (GROUP) CO OF CH","Financials","Equity","7,886,809.46","0.14","7,886,809.46","1,398,000.00","5.64","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"7741","HOYA CORP","Health Care","Equity","7,838,334.97","0.14","7,838,334.97","72,200.00","108.56","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","7,676,193.48","0.14","7,676,193.48","428,437.00","17.92","Australia","Asx - All Markets","USD","1.57","AUD","-"
"ARGX","ARGENX","Health Care","Equity","7,634,952.87","0.13","7,634,952.87","12,832.00","594.99","Belgium","Nyse Euronext - Euronext Brussels","USD","0.88","EUR","-"
"6702","FUJITSU LTD","Information Technology","Equity","7,628,088.17","0.13","7,628,088.17","378,200.00","20.17","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"9961","TRIP.COM GROUP LTD","Consumer Discretionary","Equity","7,569,761.07","0.13","7,569,761.07","130,660.00","57.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Consumer Staples","Equity","7,503,781.21","0.13","7,503,781.21","191,345.00","39.22","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","7,491,022.00","0.13","7,491,022.00","681,002.00","11.00","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2914","JAPAN TOBACCO INC","Consumer Staples","Equity","7,485,761.50","0.13","7,485,761.50","250,500.00","29.88","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"ADYEN","ADYEN NV","Financials","Equity","7,429,435.27","0.13","7,429,435.27","4,674.00","1,589.52","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"TCS","TATA CONSULTANCY SERVICES LTD","Information Technology","Equity","7,387,503.44","0.13","7,387,503.44","191,179.00","38.64","India","National Stock Exchange Of India","USD","85.37","INR","-"
"ABX","BARRICK GOLD CORP","Materials","Equity","7,368,572.74","0.13","7,368,572.74","365,701.00","20.15","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"GLEN","GLENCORE PLC","Materials","Equity","7,309,062.44","0.13","7,309,062.44","2,159,590.00","3.38","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"AMS","AMADEUS IT GROUP SA","Consumer Discretionary","Equity","7,275,493.75","0.13","7,275,493.75","94,207.00","77.23","Spain","Bolsa De Madrid","USD","0.88","EUR","-"
"6503","MITSUBISHI ELECTRIC CORP","Industrials","Equity","7,236,993.74","0.13","7,236,993.74","401,500.00","18.02","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","7,100,209.32","0.13","7,100,209.32","265,020.00","26.79","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"G","ASSICURAZIONI GENERALI","Financials","Equity","7,078,316.04","0.12","7,078,316.04","202,078.00","35.03","Italy","Borsa Italiana","USD","0.88","EUR","-"
"DOL","DOLLARAMA INC","Consumer Discretionary","Equity","7,051,433.29","0.12","7,051,433.29","58,313.00","120.92","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","7,039,168.19","0.12","7,039,168.19","141,300.00","49.82","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"FNV","FRANCO NEVADA CORP","Materials","Equity","7,004,003.55","0.12","7,004,003.55","41,021.00","170.74","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"U11","UNITED OVERSEAS BANK LTD","Financials","Equity","6,990,763.60","0.12","6,990,763.60","263,600.00","26.52","Singapore","Singapore Exchange","USD","1.31","SGD","-"
"NA","NATIONAL BANK OF CANADA","Financials","Equity","6,976,479.78","0.12","6,976,479.78","83,687.00","83.36","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","6,953,715.04","0.12","6,953,715.04","770,550.00","9.02","Brazil","XBSP","USD","5.86","BRL","-"
"TSCO","TESCO PLC","Consumer Staples","Equity","6,918,190.92","0.12","6,918,190.92","1,474,277.00","4.69","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"GLE","SOCIETE GENERALE SA","Financials","Equity","6,889,664.17","0.12","6,889,664.17","153,630.00","44.85","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"AXISBANK","AXIS BANK LTD","Financials","Equity","6,845,709.51","0.12","6,845,709.51","490,785.00","13.95","India","National Stock Exchange Of India","USD","85.37","INR","-"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","6,819,761.78","0.12","6,819,761.78","173,457.00","39.32","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Communication","Equity","6,806,938.55","0.12","6,806,938.55","6,541,100.00","1.04","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"SLF","SUN LIFE FINANCIAL INC","Financials","Equity","6,803,081.82","0.12","6,803,081.82","120,859.00","56.29","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","6,720,365.40","0.12","6,720,365.40","5,510,364.00","121.96","Switzerland","-","USD","0.82","CHF","-"
"3382","SEVEN & I HOLDINGS LTD","Consumer Staples","Equity","6,720,329.77","0.12","6,720,329.77","485,900.00","13.83","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"ENI","ENI","Energy","Equity","6,418,818.00","0.11","6,418,818.00","460,813.00","13.93","Italy","Borsa Italiana","USD","0.88","EUR","-"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","6,335,483.87","0.11","6,335,483.87","4,910.00","1,290.32","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"6857","ADVANTEST CORP","Information Technology","Equity","6,325,436.65","0.11","6,325,436.65","160,300.00","39.46","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","6,313,511.66","0.11","6,313,511.66","1,129,627.00","5.59","Brazil","XBSP","USD","5.86","BRL","-"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","6,304,626.20","0.11","6,304,626.20","4,258.00","1,480.65","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","6,285,187.64","0.11","6,285,187.64","58,562.00","107.33","India","National Stock Exchange Of India","USD","85.37","INR","-"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","6,267,367.46","0.11","6,267,367.46","54,600.00","114.79","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","6,247,803.55","0.11","6,247,803.55","199,068.00","31.39","India","National Stock Exchange Of India","USD","85.37","INR","-"
"CABK","CAIXABANK SA","Financials","Equity","6,213,462.30","0.11","6,213,462.30","814,367.00","7.63","Spain","Bolsa De Madrid","USD","0.88","EUR","-"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","6,088,362.36","0.11","6,088,362.36","452,604.00","13.45","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ASSA B","ASSA ABLOY B","Industrials","Equity","6,071,511.99","0.11","6,071,511.99","212,384.00","28.59","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"LR","LEGRAND SA","Industrials","Equity","6,057,049.22","0.11","6,057,049.22","56,976.00","106.31","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","6,049,367.46","0.11","6,049,367.46","33,327.00","181.52","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","6,048,838.09","0.11","6,048,838.09","685,447.00","8.82","Australia","Asx - All Markets","USD","1.57","AUD","-"
"PRU","PRUDENTIAL PLC","Financials","Equity","5,955,490.31","0.10","5,955,490.31","571,541.00","10.42","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","5,906,098.07","0.10","5,906,098.07","11,690,600.00","0.51","Indonesia","Indonesia Stock Exchange","USD","16,825.00","IDR","-"
"8630","SOMPO HOLDINGS INC","Financials","Equity","5,895,429.62","0.10","5,895,429.62","188,500.00","31.28","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","5,836,150.98","0.10","5,836,150.98","6,110.00","955.18","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Equity","5,824,496.91","0.10","5,824,496.91","278,300.00","20.93","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","5,804,595.47","0.10","5,804,595.47","226,473.00","25.63","India","National Stock Exchange Of India","USD","85.37","INR","-"
"7751","CANON INC","Information Technology","Equity","5,763,240.05","0.10","5,763,240.05","192,000.00","30.02","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"NOKIA","NOKIA","Information Technology","Equity","5,744,800.91","0.10","5,744,800.91","1,119,256.00","5.13","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","Jan 01, 1998"
"HO","THALES SA","Industrials","Equity","5,733,302.13","0.10","5,733,302.13","19,965.00","287.17","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"8801","MITSUI FUDOSAN LTD","Real Estate","Equity","5,675,208.13","0.10","5,675,208.13","568,200.00","9.99","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"6701","NEC CORP","Information Technology","Equity","5,669,076.08","0.10","5,669,076.08","254,500.00","22.28","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"RIO","RIO TINTO LTD","Materials","Equity","5,634,742.93","0.10","5,634,742.93","79,343.00","71.02","Australia","Asx - All Markets","USD","1.57","AUD","Jan 02, 1985"
"ORA","ORANGE SA","Communication","Equity","5,624,684.32","0.10","5,624,684.32","393,915.00","14.28","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","Jan 01, 1998"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","5,590,551.32","0.10","5,590,551.32","173,963.00","32.14","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","Jun 07, 1993"
"HEIA","HEINEKEN NV","Consumer Staples","Equity","5,581,614.28","0.10","5,581,614.28","62,310.00","89.58","Netherlands","Euronext Amsterdam","USD","0.88","EUR","-"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","5,563,003.37","0.10","5,563,003.37","613,025.00","9.07","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"NTR","NUTRIEN LTD","Materials","Equity","5,526,198.31","0.10","5,526,198.31","105,524.00","52.37","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"6301","KOMATSU LTD","Industrials","Equity","5,448,797.64","0.10","5,448,797.64","190,400.00","28.62","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"4543","TERUMO CORP","Health Care","Equity","5,415,238.36","0.10","5,415,238.36","284,400.00","19.04","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"DSY","DASSAULT SYSTEMES","Information Technology","Equity","5,403,800.11","0.10","5,403,800.11","144,971.00","37.27","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","5,395,302.06","0.10","5,395,302.06","2,317,184.00","2.33","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","5,357,618.18","0.09","5,357,618.18","29,227.00","183.31","Germany","Xetra","USD","0.88","EUR","-"
"VIE","VEOLIA ENVIRON. SA","Utilities","Equity","5,325,560.38","0.09","5,325,560.38","151,401.00","35.18","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"8053","SUMITOMO CORP","Industrials","Equity","5,317,226.83","0.09","5,317,226.83","233,400.00","22.78","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","5,303,021.53","0.09","5,303,021.53","139,416.00","38.04","India","National Stock Exchange Of India","USD","85.37","INR","-"
"6981","MURATA MANUFACTURING LTD","Information Technology","Equity","5,266,415.41","0.09","5,266,415.41","359,400.00","14.65","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"9888","BAIDU CLASS A INC","Communication","Equity","5,252,348.61","0.09","5,252,348.61","493,988.00","10.63","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"6752","PANASONIC HOLDINGS CORP","Consumer Discretionary","Equity","5,247,511.95","0.09","5,247,511.95","497,700.00","10.54","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"CBK","COMMERZBANK AG","Financials","Equity","5,238,183.33","0.09","5,238,183.33","202,055.00","25.92","Germany","Xetra","USD","0.88","EUR","-"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","5,228,600.86","0.09","5,228,600.86","1,678,901.00","3.11","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"RWE","RWE AG","Utilities","Equity","5,138,893.29","0.09","5,138,893.29","132,848.00","38.68","Germany","Xetra","USD","0.88","EUR","-"
"VNA","VONOVIA SE","Real Estate","Equity","5,114,720.88","0.09","5,114,720.88","158,111.00","32.35","Germany","Xetra","USD","0.88","EUR","-"
"7010","SAUDI TELECOM","Communication","Equity","5,115,007.86","0.09","5,115,007.86","410,975.00","12.45","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"WOW","WOOLWORTHS GROUP LTD","Consumer Staples","Equity","5,109,661.93","0.09","5,109,661.93","254,446.00","20.08","Australia","Asx - All Markets","USD","1.57","AUD","-"
"FTS","FORTIS INC","Utilities","Equity","5,054,664.58","0.09","5,054,664.58","105,159.00","48.07","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","5,020,354.74","0.09","5,020,354.74","392,873.00","12.78","Australia","Asx - All Markets","USD","1.57","AUD","-"
"FER","FERROVIAL","Industrials","Equity","5,014,070.44","0.09","5,014,070.44","110,714.00","45.29","Spain","Bolsa De Madrid","USD","0.88","EUR","-"
"SAMPO","SAMPO CLASS A","Financials","Equity","5,001,579.26","0.09","5,001,579.26","498,471.00","10.03","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"4661","ORIENTAL LAND LTD","Consumer Discretionary","Equity","4,996,124.31","0.09","4,996,124.31","231,600.00","21.57","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","4,964,869.94","0.09","4,964,869.94","333,206.00","14.90","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"PETR4","PETROLEO BRASILEIRO PREF SA","Energy","Equity","4,957,943.58","0.09","4,957,943.58","941,720.00","5.26","Brazil","XBSP","USD","5.86","BRL","-"
"BAYN","BAYER AG","Health Care","Equity","4,951,064.84","0.09","4,951,064.84","207,417.00","23.87","Germany","Xetra","USD","0.88","EUR","-"
"BMW","BMW AG","Consumer Discretionary","Equity","4,944,095.01","0.09","4,944,095.01","61,996.00","79.75","Germany","Xetra","USD","0.88","EUR","-"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","4,939,104.21","0.09","4,939,104.21","177,540.00","27.82","India","National Stock Exchange Of India","USD","85.37","INR","-"
"GEBN","GEBERIT AG","Industrials","Equity","4,935,557.53","0.09","4,935,557.53","7,342.00","672.24","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"WSP","WSP GLOBAL INC","Industrials","Equity","4,935,270.88","0.09","4,935,270.88","27,628.00","178.63","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Equity","4,932,854.10","0.09","4,932,854.10","765,300.00","6.45","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"L","LOBLAW COMPANIES LTD","Consumer Staples","Equity","4,922,039.07","0.09","4,922,039.07","31,964.00","153.99","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"ML","MICHELIN","Consumer Discretionary","Equity","4,892,656.13","0.09","4,892,656.13","142,638.00","34.30","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"ERIC B","ERICSSON B","Information Technology","Equity","4,891,267.05","0.09","4,891,267.05","600,151.00","8.15","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","Jan 01, 1998"
"6954","FANUC CORP","Industrials","Equity","4,849,405.15","0.09","4,849,405.15","199,100.00","24.36","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"6902","DENSO CORP","Consumer Discretionary","Equity","4,830,831.11","0.09","4,830,831.11","398,400.00","12.13","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"5108","BRIDGESTONE CORP","Consumer Discretionary","Equity","4,803,477.71","0.08","4,803,477.71","117,400.00","40.92","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
